customer_id,order_date,order_probability
6065,2025-04-11,0.0819886040803192
6065,2025-04-12,0.05543615012604818
6065,2025-04-13,0.08538559286134735
6065,2025-04-14,0.10903985634692068
6065,2025-04-15,0.12600693376873015
6065,2025-04-16,0.24366253490375514
6065,2025-04-17,0.21518724827980015
6065,2025-04-18,0.2118364146559668
6065,2025-04-19,0.17810117453111612
6065,2025-04-20,0.15214203519271846
6065,2025-04-21,0.21425168338878786
6065,2025-04-22,0.22254718496881473
6065,2025-04-23,0.2182608294820766
6065,2025-04-24,0.16634074450798259
5993,2025-04-11,8.1237537038463e-05
5993,2025-04-12,7.604788995613789e-05
5993,2025-04-13,6.920616522294907e-05
5993,2025-04-14,7.922046029760826e-05
5993,2025-04-15,7.247599969047572e-05
5993,2025-04-16,8.068843322608555e-05
5993,2025-04-17,8.132048816082963e-05
5993,2025-04-18,8.079507400017522e-05
5993,2025-04-19,8.079507400017522e-05
5993,2025-04-20,7.352629549509275e-05
5993,2025-04-21,7.974958048441458e-05
5993,2025-04-22,8.175647046126431e-05
5993,2025-04-23,8.175647046126431e-05
5993,2025-04-24,8.125039822509607e-05
6693,2025-04-11,7.967900783681864e-05
6693,2025-04-12,7.967900783681864e-05
6693,2025-04-13,7.855854809659833e-05
6693,2025-04-14,8.062347860415714e-05
6693,2025-04-15,7.936081386886766e-05
6693,2025-04-16,7.936081386886766e-05
6693,2025-04-17,8.246852601693794e-05
6693,2025-04-18,8.265858222495563e-05
6693,2025-04-19,8.265858222495563e-05
6693,2025-04-20,8.047536989435915e-05
6693,2025-04-21,8.226740635029073e-05
6693,2025-04-22,8.097899773090835e-05
6693,2025-04-23,8.097899773090835e-05
6693,2025-04-24,8.138715792878989e-05
5461,2025-04-11,7.055393435830354e-05
5461,2025-04-12,7.055393435830354e-05
5461,2025-04-13,6.440356060363665e-05
5461,2025-04-14,7.003729440927563e-05
5461,2025-04-15,7.062637653075506e-05
5461,2025-04-16,7.062637653075506e-05
5461,2025-04-17,7.302401207207978e-05
5461,2025-04-18,7.319230413317452e-05
5461,2025-04-19,7.319230413317452e-05
5461,2025-04-20,6.597502471573425e-05
5461,2025-04-21,7.146538331518354e-05
5461,2025-04-22,7.206647619490885e-05
5461,2025-04-23,7.206647619490885e-05
5461,2025-04-24,7.206647619490885e-05
5062,2025-04-11,8.10183934587571e-05
5062,2025-04-12,7.584274472767708e-05
5062,2025-04-13,6.901947481690094e-05
5062,2025-04-14,7.784245839870553e-05
5062,2025-04-15,7.187542842336728e-05
5062,2025-04-16,8.001981519953785e-05
5062,2025-04-17,0.00013287471457043557
5062,2025-04-18,0.00013276019606893037
5062,2025-04-19,0.00013276019606893037
5062,2025-04-20,0.00012081690828251925
5062,2025-04-21,0.00012911132536774138
5062,2025-04-22,0.00013358705683735633
5062,2025-04-23,0.00013358705683735633
5062,2025-04-24,0.00013276019606893037
6042,2025-04-11,0.1495388809642202
6042,2025-04-12,0.0803243182018004
6042,2025-04-13,0.12465376953772961
6042,2025-04-14,0.20012617274698127
6042,2025-04-15,0.1538806060136101
6042,2025-04-16,0.3785640093779243
6042,2025-04-17,0.3680212114063057
6042,2025-04-18,0.36425699454514693
6042,2025-04-19,0.355512585564706
6042,2025-04-20,0.2739680018104096
6042,2025-04-21,0.41942416731198606
6042,2025-04-22,0.3922544180322432
6042,2025-04-23,0.3733551362249898
6042,2025-04-24,0.2962024666768396
5372,2025-04-11,0.1460220446965269
5372,2025-04-12,0.07875691651073975
5372,2025-04-13,0.12754890038066485
5372,2025-04-14,0.19787288853075247
5372,2025-04-15,0.15027970450624456
5372,2025-04-16,0.3720170668769051
5372,2025-04-17,0.36155051905281255
5372,2025-04-18,0.3578150139708692
5372,2025-04-19,0.35062255920793395
5372,2025-04-20,0.2792248007024544
5372,2025-04-21,0.41598585194395604
5372,2025-04-22,0.3856176299277496
5372,2025-04-23,0.36684509908393603
5372,2025-04-24,0.2904142481294958
4131,2025-04-11,0.13498097632401682
4131,2025-04-12,0.07237089931031077
4131,2025-04-13,0.10571743491090158
4131,2025-04-14,0.1790297297340229
4131,2025-04-15,0.13520483471736433
4131,2025-04-16,0.34369611653737825
4131,2025-04-17,0.3336030842379939
4131,2025-04-18,0.3370808691722564
4131,2025-04-19,0.33009096336565846
4131,2025-04-20,0.23853007243520533
4131,2025-04-21,0.38637709989209423
4131,2025-04-22,0.3568496494134453
4131,2025-04-23,0.3387055195803787
4131,2025-04-24,0.2656773743256006
4965,2025-04-11,7.055393435830354e-05
4965,2025-04-12,7.055393435830354e-05
4965,2025-04-13,6.890129127527874e-05
4965,2025-04-14,6.97273940852942e-05
4965,2025-04-15,7.062637653075506e-05
4965,2025-04-16,7.062637653075506e-05
4965,2025-04-17,7.302401207207978e-05
4965,2025-04-18,7.319230413317452e-05
